feature,lgb_importance
target_diff1,25355.2
target_diff2,18615.4
avg_trip_distance_rel_to_scen,18427.6
target_lag_std3,17300.6
target_lag1,17198.2
order_per_station_rel_to_scen,17149.8
dock_to_stock_hours,16574.8
daily_forecast_accuracy,16546.6
avg_package_weight_kg,16505.6
zone_temp_variance,16250.8
bulk_order_ratio,16111.6
cold_storage_temp_c,16035.8
wms_response_time_ms,15983.2
robot_firmware_update_days,15970.0
lighting_level_lux,15962.6
agv_task_success_rate,15906.2
sort_accuracy_pct,15890.8
air_quality_idx,15885.4
packaging_material_cost,15850.6
fleet_age_months_avg,15826.0
quality_check_rate,15743.8
racking_height_avg_m,15717.4
floor_vibration_idx,15710.4
wind_speed_kmh,15693.6
express_lane_util,15672.0
maintenance_schedule_score,15671.2
cross_dock_ratio,15645.0
charge_efficiency_pct,15632.4
wifi_signal_db,15621.8
aisle_traffic_score,15612.8
network_latency_ms,15590.4
pallet_wrap_time_min,15589.2
robot_calibration_score,15501.4
safety_score_monthly,15495.4
shift_handover_delay_min,15490.4
return_order_ratio,15445.4
hvac_power_kw,15441.4
storage_density_pct,15429.8
ups_battery_pct,15392.4
vertical_utilization,15358.0
ambient_noise_db,15345.0
precipitation_mm,15297.0
prev_shift_volume,15283.2
intersection_wait_time_avg,15253.8
barcode_read_success_rate,15231.6
backorder_ratio,15228.0
pick_list_length_avg,15227.0
inventory_turnover_rate,15212.8
external_temp_c,15210.6
humidity_pct,15195.8
avg_trip_distance_diff1,15175.4
path_optimization_score,15135.0
battery_cycle_count_avg,15120.6
scanner_error_rate,15112.6
conveyor_speed_mps,15105.6
lighting_zone_variance,15101.6
co2_level_ppm,15085.0
pack_utilization_rel_to_scen,15075.6
staging_area_util,14964.6
avg_idle_duration_min,14951.4
warehouse_temp_avg,14763.8
avg_trip_distance_diff2,14642.0
kpi_otd_pct,14536.6
outbound_truck_wait_min_roll3_std,14369.2
loading_dock_util,14294.8
outbound_truck_wait_min_diff1,14293.4
outbound_truck_wait_min_diff2,14215.4
day_of_week_X_shift_hour_te,13937.2
worker_avg_tenure_months,13929.0
heavy_item_ratio,13737.4
avg_items_per_order,13594.8
cold_chain_ratio,13452.4
unique_sku_15m,13231.4
replenishment_overlap,13133.4
avg_trip_distance_roll3_std,12834.2
shift_hour_X_timeslot_te,12678.8
outbound_truck_wait_min_roll5_std,12675.4
target_roll10_mean,12458.6
layout_id_X_shift_hour_te,12356.4
layout_type_X_shift_hour_te,12309.2
target_lag5,12231.0
battery_cv_diff1,12223.4
target_lag4,11996.6
manual_override_ratio,11784.4
battery_cv_diff2,11430.4
order_per_station_diff1,11060.0
order_per_station_scen_rank,11054.4
outbound_truck_wait_min_roll10_std,10981.6
pack_utilization_scen_rank,10975.0
outbound_truck_wait_min,10894.4
day_of_week_X_layout_type_te,10880.8
pack_utilization_diff1,10836.8
day_of_week_X_layout_id_te,10702.0
urgent_order_ratio,10662.4
target_lag2,10248.8
order_per_station_diff2,10101.6
target_lag_min3,10089.0
day_of_week_X_timeslot_te,10087.6
avg_trip_distance_roll5_std,10048.2
target_lag3,10005.4
order_inflow_15m_diff1,9984.0
day_of_week_te,9889.6
pack_utilization_diff2,9804.4
zone_dispersion,9632.6
battery_cv_roll3_std,9512.8
staff_on_floor,9408.8
pack_utilization_roll3_std,9408.4
order_inflow_15m_roll3_std,9317.6
battery_mean_scen_max,9310.2
order_per_station_roll3_std,9301.6
outbound_truck_wait_min_lag4,9299.6
floor_area_sqm,9233.4
layout_id_X_timeslot_te,9208.2
one_way_ratio,9132.8
battery_std,9119.6
target_lag_max3,9052.6
order_inflow_15m_diff2,9027.6
shift_hour_te,9014.2
robot_efficiency_diff1,9008.8
order_inflow_15m,9002.2
layout_compactness,8986.2
ceiling_height_m,8826.6
outbound_truck_wait_min_lag5,8820.0
aisle_width_avg,8785.2
outbound_truck_wait_min_lag1,8716.2
outbound_truck_wait_min_scen_std,8622.8
avg_trip_distance_roll10_std,8605.2
robot_efficiency_diff2,8601.2
layout_type_X_timeslot_te,8595.0
robot_efficiency_roll3_std,8577.4
robot_per_station,8529.6
fire_sprinkler_count,8484.4
outbound_truck_wait_min_lag3,8441.6
battery_mean,8359.6
outbound_truck_wait_min_lag2,8317.4
order_wave_count,8051.4
battery_mean_scen_std,8019.4
label_print_queue,7984.4
sku_concentration,7976.0
avg_trip_distance_scen_std,7912.0
target_roll5_mean,7874.0
battery_cv_roll5_std,7812.2
target_ewm5,7761.8
battery_cv_scen_min,7646.4
order_inflow_15m_lag2,7605.4
order_inflow_15m_roll5_std,7509.6
order_per_station,7502.6
robot_density,7492.4
pack_utilization_roll5_std,7423.0
target_roll3_mean,7355.4
order_inflow_15m_lag4,7325.6
target_ewm3,7251.8
order_inflow_15m_lag5,7188.8
target_lag1_log,7177.4
ops_x_pack,7159.2
pack_utilization_lag4,7110.6
ts_x_pack_utilization,7110.2
ts_x_order_per_station,7032.0
building_age_years,6995.6
order_per_station_lag5,6956.4
robot_efficiency_roll5_std,6949.2
robot_utilization,6947.0
order_per_station_lag4,6929.6
robot_efficiency_lag5,6928.8
pack_utilization,6850.2
order_per_station_roll5_std,6843.0
order_inflow_15m_lag1,6819.6
pack_utilization_lag5,6811.4
order_inflow_15m_lag3,6773.6
robot_efficiency_lag4,6717.8
battery_cv_roll10_std,6685.0
pack_utilization_lag1,6674.0
battery_mean_scen_min,6579.0
cumulative_orders,6441.2
intersection_count,6371.6
pack_utilization_lag3,6338.0
layout_id_te,6282.6
pack_utilization_lag2,6269.8
battery_cv_lag5,6256.8
order_per_station_lag3,6200.8
order_pressure_lag5,6141.8
robot_efficiency_lag1,6131.2
pack_utilization_roll10_std,6120.4
robot_efficiency_lag3,6093.0
robot_efficiency_roll10_std,6084.6
robot_efficiency_lag2,6056.6
order_pressure_roll10_min,6000.4
order_inflow_15m_roll10_std,5872.2
battery_cv_roll10_min,5773.2
timeslot_te,5771.4
pack_utilization_scen_std,5766.6
order_per_station_lag1,5750.8
outbound_truck_wait_min_roll3_min,5694.6
order_per_station_lag2,5617.8
robot_efficiency_scen_min,5612.8
battery_cv_lag4,5565.2
max_zone_density,5539.4
congestion_score_scen_rank,5528.6
robot_active_roll5_std,5508.2
battery_cv_scen_std,5493.4
robot_idle_scen_std,5415.0
battery_mean_scen_mean,5403.2
outbound_truck_wait_min_roll3_max,5293.0
robot_idle_roll5_std,5285.6
v13_ts_cos,5231.0
robot_idle_roll10_std,5213.2
order_pressure_lag4,5202.4
order_per_station_roll10_std,5199.8
risk_index_diff1,5164.6
robot_idle_roll3_std,5151.0
outbound_truck_wait_min_scen_min,5131.6
robot_active_roll10_std,5089.8
bottle_neck_diff1,5080.2
order_pressure_diff2,5061.0
battery_cv,5054.4
order_inflow_15m_roll3_min,5023.8
congestion_score_rel_to_scen,4968.4
robot_active_roll3_std,4962.4
pack_utilization_scen_mean,4949.8
robot_efficiency_scen_std,4850.8
battery_cv_scen_max,4818.4
outbound_truck_wait_min_roll10_min,4807.8
outbound_truck_wait_min_roll5_min,4793.2
order_per_station_scen_min,4778.8
risk_index_diff2,4771.4
battery_cv_exp_mean,4731.6
order_inflow_15m_scen_std,4721.4
pack_utilization_roll3_min,4611.6
battery_cv_lag3,4610.4
robot_idle_diff2,4595.0
order_pressure_lag3,4585.2
avg_trip_distance,4579.4
order_per_station_roll3_min,4553.4
bottle_neck_diff2,4549.8
outbound_truck_wait_min_roll10_max,4512.4
order_pressure_roll3_std,4510.6
robot_idle_diff1,4510.4
robot_efficiency_roll3_min,4487.2
robot_active_lag5,4483.4
order_per_station_roll10_min,4474.8
pack_utilization_scen_min,4471.4
outbound_truck_wait_min_roll5_max,4453.6
order_pressure_diff1,4434.4
order_inflow_15m_scen_min,4430.8
order_per_station_roll5_min,4412.6
order_per_station_scen_std,4405.2
outbound_truck_wait_min_roll3_mean,4401.6
max_zone_density_diff1,4400.0
battery_cv_scen_mean,4354.6
layout_type_te,4350.8
order_inflow_15m_roll3_mean,4335.6
robot_efficiency,4325.6
pack_utilization_roll10_min,4309.8
order_inflow_15m_roll5_min,4284.4
robot_efficiency_roll10_min,4253.8
robot_efficiency_roll5_min,4218.2
outbound_truck_wait_min_scen_max,4209.2
pack_utilization_roll5_min,4134.2
charger_count,4127.0
low_battery_ratio_scen_std,4087.8
battery_cv_lag2,4059.4
order_inflow_15m_roll3_max,4036.6
low_battery_ratio_scen_max,4024.8
congestion_score_diff1,4002.4
max_zone_density_roll3_std,3988.4
order_pressure_scen_min,3984.8
robot_active_lag4,3970.0
shift_hour,3969.4
order_inflow_15m_roll10_min,3955.2
v13_ts_sin,3939.4
max_zone_density_scen_mean,3926.6
pack_utilization_roll3_mean,3906.2
risk_index_roll3_std,3888.2
robot_efficiency_scen_max,3864.4
robot_active,3842.6
max_zone_density_diff2,3808.4
max_zone_density_scen_max,3798.4
robot_idle,3786.0
robot_idle_lag5,3777.2
forklift_active_count,3681.4
avg_trip_distance_lag1,3677.2
robot_efficiency_roll10_max,3656.6
battery_cv_roll5_min,3652.8
robot_efficiency_roll3_max,3627.6
cong_x_pack,3624.2
cong_x_trip,3611.2
max_zone_density_lag5,3599.0
max_zone_density_scen_std,3591.2
order_per_station_roll3_max,3582.2
robot_efficiency_roll3_mean,3566.4
bottle_neck,3537.6
battery_cv_lag1,3536.2
congestion_score_roll3_std,3530.8
robot_active_diff1,3510.6
robot_idle_lag4,3506.8
v13_sqrt_order_inflow,3504.4
ts_x_congestion_score,3496.2
outbound_truck_wait_min_roll5_mean,3494.8
emergency_exit_count,3471.0
congestion_score_roll5_std,3446.0
robot_active_diff2,3445.8
congestion_score_diff2,3441.6
order_pressure_roll5_std,3431.2
order_pressure_roll10_std,3427.6
robot_active_lag3,3421.8
order_pressure_roll5_min,3421.2
outbound_truck_wait_min_roll10_mean,3414.0
max_zone_density_roll5_std,3387.8
pack_utilization_roll10_mean,3380.6
order_inflow_15m_scen_max,3362.2
risk_index,3360.2
battery_risk_scen_max,3334.8
max_zone_density_lag4,3332.8
pack_utilization_roll3_max,3325.6
pack_utilization_roll5_mean,3314.6
order_inflow_15m_roll5_mean,3311.0
bottle_neck_roll3_std,3298.6
order_per_station_roll3_mean,3281.0
congestion_score,3260.8
risk_index_roll5_std,3259.0
order_inflow_15m_roll5_max,3255.6
day_of_week,3250.8
robot_active_lag2,3250.0
avg_trip_distance_lag2,3245.0
order_pressure_lag2,3240.6
max_zone_density_lag1,3240.6
risk_index_scen_std,3195.2
avg_recovery_time,3181.6
low_battery_ratio_scen_mean,3176.8
bottle_neck_lag5,3170.2
robot_active_roll10_mean,3167.8
pack_utilization_exp_mean,3160.2
risk_index_lag5,3151.4
robot_active_lag1,3139.2
max_zone_density_roll10_std,3118.8
max_zone_density_lag2,3116.0
outbound_truck_wait_min_scen_mean,3109.0
robot_efficiency_scen_mean,3103.2
sku_concentration_lag1,3074.6
robot_idle_lag1,3063.2
order_pressure,3057.2
max_zone_density_lag3,3056.4
avg_trip_distance_lag3,3050.6
outbound_truck_wait_min_ewm_mean,3042.2
pack_utilization_ewm_mean,3032.4
battery_risk_scen_mean,3014.4
robot_efficiency_roll5_max,3009.4
max_zone_density_exp_mean,3003.2
order_inflow_15m_scen_mean,2997.8
order_per_station_roll5_max,2982.6
battery_cv_roll10_mean,2981.0
congestion_score_roll10_std,2979.0
congestion_score_lag5,2972.4
avg_trip_distance_lag4,2969.6
robot_active_roll3_mean,2965.8
robot_idle_lag3,2941.0
order_inflow_15m_roll10_max,2940.4
risk_index_scen_max,2937.0
battery_risk_scen_std,2934.8
robot_efficiency_roll5_mean,2932.4
outbound_truck_wait_min_exp_mean,2912.4
congestion_score_scen_mean,2909.4
robot_idle_ewm_mean,2906.6
risk_index_scen_mean,2896.4
bottle_neck_lag4,2891.4
robot_active_ewm_mean,2884.8
order_per_station_roll5_mean,2867.4
robot_active_roll5_mean,2867.2
risk_index_roll10_std,2863.8
risk_index_lag4,2863.6
battery_cv_roll3_min,2860.4
robot_active_exp_mean,2860.4
max_zone_density_roll10_mean,2843.4
congestion_score_scen_std,2836.8
max_zone_density_ewm_mean,2814.8
robot_efficiency_roll10_mean,2801.4
order_inflow_15m_ewm_mean,2784.6
robot_idle_lag2,2759.0
congestion_score_lag4,2746.0
bottle_neck_lag1,2743.6
order_inflow_15m_roll10_mean,2729.0
congestion_score_scen_max,2720.2
pack_station_count,2712.0
layout_id_X_layout_type_te,2697.8
battery_risk_roll3_std,2691.8
robot_total,2689.2
robot_efficiency_exp_mean,2656.0
pack_utilization_roll5_max,2642.6
avg_trip_distance_lag5,2628.6
low_battery_ratio_diff1,2626.8
bottle_neck_lag2,2626.6
bottle_neck_roll5_std,2617.8
battery_risk_diff1,2612.2
low_battery_ratio_diff2,2574.0
robot_efficiency_ewm_mean,2560.4
low_battery_ratio_roll3_std,2555.0
bottle_neck_lag3,2552.4
order_per_station_scen_max,2544.8
max_zone_density_roll10_max,2507.8
bottle_neck_roll10_std,2497.4
order_per_station_roll10_max,2489.8
pack_utilization_roll10_max,2480.6
order_pressure_exp_mean,2411.4
battery_risk_roll5_std,2409.4
robot_idle_roll3_mean,2404.8
risk_index_lag1,2400.2
battery_risk_diff2,2398.2
timeslot,2391.4
risk_index_lag2,2382.8
congestion_score_lag1,2322.6
max_zone_density_roll5_mean,2321.4
risk_index_lag3,2321.4
robot_idle_scen_mean,2316.6
robot_idle_exp_mean,2315.4
congestion_score_exp_mean,2315.4
bottle_neck_exp_mean,2305.4
congestion_score_lag2,2253.6
order_pressure_lag1,2248.0
order_pressure_roll10_mean,2234.6
order_inflow_15m_exp_mean,2232.6
congestion_score_roll10_mean,2228.6
bottle_neck_ewm_mean,2227.0
congestion_score_ewm_mean,2225.0
max_zone_density_roll3_mean,2216.0
low_battery_ratio_roll5_std,2199.8
robot_idle_roll10_mean,2190.2
bottle_neck_roll10_mean,2184.2
congestion_score_lag3,2179.2
order_per_station_ewm_mean,2155.8
max_zone_density_roll5_max,2155.8
risk_index_exp_mean,2153.2
robot_idle_roll5_mean,2134.8
max_zone_density_roll3_max,2118.8
pack_utilization_scen_max,2090.4
ts_x_low_battery_ratio,2080.0
order_per_station_roll10_mean,2072.4
robot_idle_scen_max,2050.4
battery_cv_roll3_mean,2015.4
order_pressure_roll3_min,2009.8
battery_cv_roll3_max,1996.0
risk_index_roll10_min,1983.4
risk_index_roll10_mean,1983.0
robot_active_roll3_min,1946.6
congestion_score_roll10_max,1936.2
low_battery_ratio_lag5,1928.6
order_per_station_scen_mean,1923.4
risk_index_ewm_mean,1918.6
battery_cv_roll5_mean,1915.6
bottle_neck_roll10_max,1896.6
bottle_neck_roll5_mean,1890.6
max_zone_density_roll10_min,1875.0
order_pressure_scen_std,1854.6
max_zone_density_roll3_min,1852.4
avg_trip_distance_scen_min,1822.4
bottle_neck_roll3_mean,1815.8
low_battery_ratio_exp_mean,1792.0
low_battery_ratio_lag4,1776.2
low_battery_ratio_roll10_std,1766.4
low_battery_ratio,1754.2
battery_risk_lag5,1740.8
bottle_neck_roll10_min,1736.6
max_zone_density_roll5_min,1718.2
congestion_score_roll5_mean,1717.2
risk_index_scen_min,1712.8
risk_index_roll10_max,1710.2
bottle_neck_roll5_max,1705.6
robot_active_roll10_max,1705.4
congestion_score_roll3_mean,1701.4
order_pressure_scen_mean,1680.2
risk_index_roll5_mean,1679.2
avg_trip_distance_scen_max,1672.8
robot_idle_roll10_max,1665.2
battery_cv_roll5_max,1658.2
congestion_score_scen_min,1655.8
congestion_score_roll5_max,1648.6
bottle_neck_roll3_max,1646.6
congestion_score_roll10_min,1637.6
robot_active_roll5_min,1636.8
risk_index_roll5_min,1629.8
bottle_neck_roll3_min,1627.4
congestion_score_roll3_max,1625.4
robot_idle_roll3_max,1624.8
order_per_station_exp_mean,1619.8
avg_trip_distance_roll3_min,1612.8
max_zone_density_scen_min,1594.6
battery_risk_roll10_std,1592.6
lowbat_x_eff,1591.0
robot_active_roll10_min,1584.8
battery_cv_ewm_mean,1574.4
avg_trip_distance_roll3_max,1562.6
risk_index_roll3_mean,1556.4
robot_active_roll3_max,1550.0
battery_risk_lag4,1549.0
low_battery_ratio_lag3,1530.0
bottle_neck_roll5_min,1509.0
avg_trip_distance_roll10_min,1490.0
risk_index_roll5_max,1484.8
battery_risk,1484.0
risk_index_roll3_min,1482.6
robot_idle_roll5_max,1479.2
risk_index_roll3_max,1474.8
order_pressure_roll5_mean,1471.8
congestion_score_roll3_min,1468.8
robot_active_roll5_max,1457.0
congestion_score_roll5_min,1451.6
order_pressure_roll3_mean,1444.8
low_battery_ratio_lag2,1429.0
sku_concentration_lag2,1392.4
fault_count_15m,1387.8
low_battery_ratio_lag1,1380.8
robot_idle_scen_min,1377.4
avg_trip_distance_roll10_max,1374.4
battery_cv_roll10_max,1368.0
ops_x_cong,1357.6
order_pressure_roll3_max,1343.6
avg_trip_distance_roll3_mean,1332.2
avg_trip_distance_roll5_min,1308.6
avg_trip_distance_roll5_max,1300.0
robot_idle_roll3_min,1277.6
order_pressure_ewm_mean,1260.6
battery_risk_lag3,1245.6
low_battery_ratio_roll10_mean,1158.0
battery_risk_lag2,1148.2
robot_idle_roll10_min,1146.0
battery_risk_exp_mean,1143.4
low_battery_ratio_roll10_max,1122.6
robot_idle_roll5_min,1115.0
battery_risk_lag1,1063.0
robot_charging,1037.8
robot_total_lag1,1012.2
battery_risk_roll10_mean,968.8
low_battery_ratio_roll3_max,937.2
low_battery_ratio_roll3_mean,924.0
low_battery_ratio_roll5_max,918.8
v13_row_frac_in_scen,901.4
low_battery_ratio_ewm_mean,880.8
low_battery_ratio_roll5_mean,878.6
avg_charge_wait,873.2
sku_concentration_roll3_mean,809.2
battery_risk_roll3_mean,790.0
battery_risk_roll10_max,787.8
avg_trip_distance_roll5_mean,784.6
order_pressure_scen_max,771.6
task_reassign_15m,759.0
battery_risk_roll5_max,733.0
battery_risk_roll5_mean,730.8
battery_risk_ewm_mean,730.8
near_collision_15m,713.4
battery_risk_roll3_max,701.8
low_battery_ratio_roll3_min,700.0
blocked_path_15m,687.0
sku_concentration_diff2,668.2
avg_trip_distance_roll10_mean,659.0
layout_type,590.4
sku_concentration_diff1,585.8
avg_trip_distance_scen_mean,572.2
low_battery_ratio_roll5_min,564.2
battery_risk_roll3_min,545.0
sku_concentration_lag3,502.8
battery_risk_roll5_min,499.2
avg_trip_distance_ewm_mean,489.4
battery_risk_roll10_min,487.8
order_pressure_roll5_max,481.0
low_battery_ratio_roll10_min,470.0
avg_trip_distance_exp_mean,452.4
robot_total_lag2,413.4
robot_total_diff2,378.0
sku_concentration_roll3_max,353.4
robot_total_diff1,319.4
charge_queue_length,244.6
sku_concentration_lag4,227.4
order_pressure_roll10_max,193.6
robot_total_roll3_mean,169.8
robot_total_lag3,154.8
sku_concentration_roll3_min,103.6
robot_total_lag4,84.0
robot_total_roll3_max,72.0
sku_concentration_roll5_mean,52.2
sku_concentration_lag5,51.2
robot_total_roll3_min,23.0
sku_concentration_roll5_max,21.6
low_battery_ratio_scen_min,14.0
battery_risk_scen_min,12.6
robot_total_roll5_mean,10.2
robot_total_lag5,9.4
sku_concentration_roll5_min,7.4
sku_concentration_scen_mean,7.4
sku_concentration_roll10_mean,3.8
robot_total_roll5_min,3.4
robot_total_roll5_max,3.0
sku_concentration_roll10_min,1.8
sku_concentration_roll10_max,1.8
sku_concentration_scen_min,1.6
robot_total_roll10_mean,1.0
sku_concentration_scen_max,0.8
v13_sqrt_robot_total,0.8
robot_total_roll10_max,0.2
robot_total_exp_mean,0.2
sku_concentration_ewm_mean,0.0
sku_concentration_exp_mean,0.0
robot_total_roll5_std,0.0
robot_total_ewm_mean,0.0
robot_total_roll10_std,0.0
sku_concentration_roll5_std,0.0
sku_concentration_roll10_std,0.0
sku_concentration_roll3_std,0.0
robot_total_roll10_min,0.0
robot_total_roll3_std,0.0
sku_concentration_scen_std,0.0
